Product_Line,PIM_Attribute_ID,PIM_Attribute_Name,LOV_Value_Code,LOV_Value_Name,Modified_TimeStamp,Modified_By,Version,Comments
Apparel,mencasualwearsetsize,Size,45,45,2016-05-21T00:00,TUL,1.7 d,
Apparel,mencasualwearsetsize,Size,44,44,2016-05-21T00:00,TUL,1.7 d,
Apparel,mencasualwearsetsize,Size,41,41,2016-05-21T00:00,TUL,1.7 d,
Apparel,mencasualwearsetsize,Size,42,42,2016-05-21T00:00,TUL,1.7 d,
Apparel,mencasualwearsetsize,Size,43,43,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,27,27,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,28,28,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,29,29,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,30,30,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,31,31,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,32,32,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,33,33,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,34,34,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,35,35,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,36,36,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,37,37,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,38,38,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,39,39,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,40,40,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,42,42,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,44,44,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,46,46,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,48,48,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,50,50,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,3xl,3XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,l,L,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,m,M,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,s,S,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,xl,XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,xs,XS,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,xxl,XXL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,freesize,Free Size,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,0-3m,0 - 3 Months,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,3-6m,3 - 6 Months,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,6-9m,6 - 9 Months,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,9-12m,9 - 12 Months,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,12-18m,12 - 18 Months,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,18-24m,18 - 24 Months,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,24-48m,24 - 48 Months,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,19inches,19 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,19.5inches,19.5 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,20inches,20 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,20.5inches,20.5 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,21inches,21 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,21.5inches,21.5 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,22inches,22 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,22-22.5inches,22 - 22.5 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,22.5-23inches,22.5 - 23 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,23.5-24inches,23.5 - 24 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,24.5-25inches,24.5 - 25 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,25.5-26inches,25.5 - 26 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,26.5-27inches,26.5 - 27 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,27.5-28inches,27.5 - 28 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,28.5-29inches,28.5 - 29 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,29.5-30inches,29.5 - 30 Inches,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,48cms,48 cms,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,49.5cms,49.5 cms,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,51cms,51 cms,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,52cms,52 cms,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,53.5cms,53.5 cms,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,54.5cms,54.5 cms,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,54.5-56cms,54.5 - 56 cms,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,56cms,56 cms,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,57cms,57 cms,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,58.5cms,58.5 cms,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,59.5-61cms,59.5 - 61 cms,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,62.5-63cms,62.5 - 63 cms,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearbottomwearsize,Size,64.5-66cms,64.5 - 66 cms,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,mockcollar,Mock collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,buttondowncollar,Button Down collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,shawlcollar,Shawl collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,peterpancollar,Peter pan collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,crewneck,Crew neck,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,vneck,V neck,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,roundneck,Round neck,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,mandarincollar,Mandarin collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,others,Others,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,other,Other,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,cutawaycollar,Cutaway Collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,rollcollar,Roll collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,peakedlapel,Peaked lapel,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,notchedlapel,Notched lapel,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearcollarneck,Neck/Collar,shirtcollar,Shirt collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,35,35,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,37,37,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,3xl,3XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,4xl,4XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,5xl,5XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,6xl,6XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,l,L,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,s,S,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,xxl,XXL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,xxs,XXS,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,38,38,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,36,36,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,44,44,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,34,34,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,xl,XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,m,M,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,50,50,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,49,49,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,48,48,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,47,47,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,39,39,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,45,45,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,43,43,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,42,42,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,41,41,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,40,40,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicwearsetsize,Size,46,46,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,xl,XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,34,34,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,36,36,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,35,35,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,37,37,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,xs,XS,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,3xl,3XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,4xl,4XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,5xl,5XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,6xl,6XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,l,L,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,s,S,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,xxl,XXL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,xxs,XXS,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,38,38,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,39,39,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,40,40,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,41,41,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,42,42,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,43,43,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,44,44,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,45,45,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,46,46,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,47,47,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,48,48,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,49,49,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,50,50,2016-05-21T00:00,TUL,1.7 d,
Apparel,menethinicweartopwearsize,Size,m,M,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,acrylic,Acrylic,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,blend,Blend,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,canvas,Canvas,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,chambray,Chambray,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,chiffon,Chiffon,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,corduroy,Corduroy,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,cotton,Cotton,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,cottonjersey,Cotton Jersey,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,cottonlycra,Cotton Lycra,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,cottonpolyblend,Cotton Polyblend,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,crochet,Crochet,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,denim,Denim,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,down,Down,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,fauxfur,Faux Fur,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,fauxleather,Faux leather,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,fleece,Fleece,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,leather,Leather,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,linen,Linen,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,mesh,Mesh,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,microfibre,Microfibre,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,modal,Modal,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,nylon,Nylon,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,pique,Pique,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,polyamide,Polyamide,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,polyster,Polyster,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,polyurethane,Polyurethane,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,ramie,Ramie,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,rayon,Rayon,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,satin,Satin,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,seersucker,Seersucker,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,silk,Silk,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,synthetic,Synthetic,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,taffeta,Taffeta,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,terry,Terry,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,terylene,Terylene,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,tweed,Tweed,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,twill,Twill,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,velvet,Velvet,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,viscose,Viscose,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,viscoselycra,Viscose Lycra,2016-05-21T00:00,TUL,1.7 d,
Apparel,menfabric,Fabric Family,wool,Wool,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,34,34,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,39,39,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,38,38,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,40,40,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,27,27,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,29,29,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,32,32,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,33,33,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,42,42,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,44,44,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,46,46,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,48,48,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,50,50,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,3xl,3XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,l,L,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,m,M,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,s,S,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,xl,XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,xxl,XXL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,freesize,Free Size,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,28,28,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,30,30,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,31,31,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,35,35,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,37,37,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalbottomwearsize,Size,36,36,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitcollarneck,Neck/Collar,roundneck,Round neck,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitcollarneck,Neck/Collar,scoopneck,Scoop neck,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitcollarneck,Neck/Collar,buttondowncollar,Button Down collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitcollarneck,Neck/Collar,cutawaycollar,Cutaway Collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitcollarneck,Neck/Collar,vneck,V neck,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitcollarneck,Neck/Collar,henley,Henley,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitcollarneck,Neck/Collar,hood,Hood,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitcollarneck,Neck/Collar,mockcollar,Mock collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,3xl,3XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,37,37,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,5xl,5XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,6xl,6XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,l,L,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,s,S,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,xxl,XXL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,xxs,XXS,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,38,38,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,39,39,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,40,40,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,41,41,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,42,42,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,43,43,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,44,44,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,45,45,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,46,46,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,47,47,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,48,48,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,49,49,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,50,50,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,m,M,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,xl,XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,34,34,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,36,36,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,35,35,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformalsetsuitsize,Size,4xl,4XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,vneck,V neck,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,peterpancollar,Peter pan collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,buttondowncollar,Button Down collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,scoopneck,Scoop neck,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,roundneck,Round neck,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,mockcollar,Mock collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,hood,Hood,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,henley,Henley,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,other,Other,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,rollcollar,Roll collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,peakedlapel,Peaked lapel,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,notchedlapel,Notched lapel,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,mandarincollar,Mandarin collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,shirtcollar,Shirt collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,shawlcollar,Shawl collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearcollarneck,Neck/Collar,cutawaycollar,Cutaway Collar,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,m,M,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,xl,XL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,xxs,XXS,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,38,38,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,39,39,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,40,40,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,41,41,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,42,42,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,43,43,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,44,44,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,50,50,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,49,49,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,48,48,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,47,47,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,46,46,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,37,37,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,35,35,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,36,36,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,34,34,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,xxl,XXL,2016-05-21T00:00,TUL,1.7 d,
Apparel,menformaltopwearsize,Size,s,S,2016-05-21T00:00,TUL,1.7 d,
