Product_Line,PIM_Attribute_ID,PIM_Attribute_Name,PrimaryHierarchy_Code,PrimaryHierarchy_Name,ClassificationCategory_Code,ClassificationCategory_Name,Comments
Apparel ,ageband,Age Band,MPH1110104102,Sports sets,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110104103,Sports jackets,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110104104,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110104105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110104106,Sports innerwear,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110105100,Bras & Bra Sets,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110105101,Camisoles & Camisole Sets,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110105102,Lingerie Sets,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110105103,Corsets & Bustier,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110105104,Sleepwear & Robes,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110105105,Gowns,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110105106,Panties,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110105107,Intimate wear,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110105108,Stockings &Tights,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110105109,Shapewear,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1110106100,Socks,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111100100,Formal shirt,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111100101,Formal trousers,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111100102,Formal suits,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111100103,Formal coats & jackets,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111101100,T-Shirts,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111101101,casual shirts,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111101102,Jeans,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111101103,Casual trousers,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111101104,Shorts,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111101105,Sweatshirts and hoodies,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111101106,Sweaters,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111101107,Casual Jackets,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111101108,Track pants,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111101109,Blazers,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111102100,Sports tshirt,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111102101,Sports shorts,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111102102,Sports sets,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111102103,Sports jackets,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111102104 ,Bottomwear,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111102105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111103100,Kurta,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111103101,Kurta set with bottom,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111103102,Bottomwear,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111103103,Ethnic suits,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111103104,Ethnic headgear,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111103105,Nehru Jackets,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111103106,Sherwani,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111103107,Blazers,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111103108,Shirts,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111103109,Accessories,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111104100,Briefs,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111104101,Trunks,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111104102,Boxers,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111104103,Vests,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111104104,Sleepwear,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111104105,Swimwear,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111104106,Thermals,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111105100,Socks,apparelCC,apparelClassifyingCategory,
Apparel ,apparelsports,Sports,MPH1110104100,Sports tshirt,apparelsportsCC,apparelsportsClassifyingCategory,
Apparel ,apparelsports,Sports,MPH1110104101,Sports shorts,apparelsportsCC,apparelsportsClassifyingCategory,
Apparel ,apparelsports,Sports,MPH1110104102,Sports sets,apparelsportsCC,apparelsportsClassifyingCategory,
Apparel ,apparelsports,Sports,MPH1110104103,Sports jackets,apparelsportsCC,apparelsportsClassifyingCategory,
Apparel ,apparelsports,Sports,MPH1110104104,Track pants,apparelsportsCC,apparelsportsClassifyingCategory,
Apparel ,apparelsports,Sports,MPH1110104105,Swimwear,apparelsportsCC,apparelsportsClassifyingCategory,
Apparel ,apparelsports,Sports,MPH1110104106,Sports innerwear,apparelsportsCC,apparelsportsClassifyingCategory,
Apparel ,apparelsports,Sports,MPH1111102100,Sports tshirt,apparelsportsCC,apparelsportsClassifyingCategory,
Apparel ,apparelsports,Sports,MPH1111102101,Sports shorts,apparelsportsCC,apparelsportsClassifyingCategory,
Apparel ,apparelsports,Sports,MPH1111102102,Sports sets,apparelsportsCC,apparelsportsClassifyingCategory,
Apparel ,apparelsports,Sports,MPH1111102103,Sports jackets,apparelsportsCC,apparelsportsClassifyingCategory,
Apparel ,apparelsports,Sports,MPH1111102105,Swimwear,apparelsportsCC,apparelsportsClassifyingCategory,
Apparel ,apparelsports,Sports,MPH1111102104 ,Bottomwear,apparelsportsCC,apparelsportsClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111100100,Formal shirt,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111100101,Formal trousers,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111100102,Formal suits,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111100103,Formal coats & jackets,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111101100,T-Shirts,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111101101,casual shirts,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111101102,Jeans,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111101103,Casual trousers,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111101104,Shorts,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111101105,Sweatshirts and hoodies,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111101106,Sweaters,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111101107,Casual Jackets,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111101108,Track pants,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111101109,Blazers,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111102100,Sports tshirt,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111102101,Sports shorts,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111102102,Sports sets,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111102103,Sports jackets,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111102105,Swimwear,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111102104 ,Bottomwear,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111103100,Kurta,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111103101,Kurta set with bottom,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111103102,Bottomwear,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111103103,Ethnic suits,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111103104,Ethnic headgear,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111103105,Nehru Jackets,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111103106,Sherwani,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111103107,Blazers,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111103108,Shirts,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111103109,Accessories,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111104100,Briefs,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111104101,Trunks,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111104102,Boxers,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111104103,Vests,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111104104,Sleepwear,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111104105,Swimwear,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111104106,Thermals,menfabricCC,menfabricClassifyingCategory,
Apparel ,menfabric,Fabric Family,MPH1111105100,Socks,menfabricCC,menfabricClassifyingCategory,
Apparel ,meninnerwearsize,Size,MPH1111104106,Thermals,meninnerwearsizeCC,meninnerwearsizeClassifyingCategory,
Apparel ,meninnerwearsize,Size,MPH1111104107,Others,meninnerwearsizeCC,meninnerwearsizeClassifyingCategory,
Apparel ,meninnerwearsize,Size,MPH1111104108,Others1,meninnerwearsizeCC,meninnerwearsizeClassifyingCategory,
Apparel ,mensleepwearsize,Size,MPH1111104109,Others2,mensleepwearsizeCC,mensleepwearsizeClassifyingCategory,
Apparel ,menethinicwearbottomwearsize,Size,MPH1111103112,Others2,menethinicwearbottomwearsizeCC,menethinicwearbottomwearsizeClassifyingCategory,
Apparel ,menethinicweartopwearsize,Size,MPH1111103105,Nehru Jackets,menethinicweartopwearsizeCC,menethinicweartopwearsizeClassifyingCategory,
Apparel ,menethinicweartopwearsize,Size,MPH1111103106,Sherwani,menethinicweartopwearsizeCC,menethinicweartopwearsizeClassifyingCategory,
Apparel ,menethinicweartopwearsize,Size,MPH1111103107,Blazers,menethinicweartopwearsizeCC,menethinicweartopwearsizeClassifyingCategory,
Apparel ,menethinicweartopwearsize,Size,MPH1111103108,Shirts,menethinicweartopwearsizeCC,menethinicweartopwearsizeClassifyingCategory,
Apparel ,menethinicweartopwearsize,Size,MPH1111103109,Accessories,menethinicweartopwearsizeCC,menethinicweartopwearsizeClassifyingCategory,
Apparel ,menethinicweartopwearsize,Size,MPH1111103110,Others,menethinicweartopwearsizeCC,menethinicweartopwearsizeClassifyingCategory,
Apparel ,menethinicweartopwearsize,Size,MPH1111103111,Others1,menethinicweartopwearsizeCC,menethinicweartopwearsizeClassifyingCategory,
Apparel ,mencasualbottomwearsize,Size,MPH1111101111,Others1,mencasualbottomwearsizeCC,mencasualbottomwearsizeClassifyingCategory,
Apparel ,mencasualbottomwearsize,Size,MPH1111101112,Others2,mencasualbottomwearsizeCC,mencasualbottomwearsizeClassifyingCategory,
Apparel ,mencasualbottomwearsize,Size,MPH1111102104 ,Bottomwear,mencasualbottomwearsizeCC,mencasualbottomwearsizeClassifyingCategory,
Apparel ,mencasualbottomwearsize,Size,MPH1111102108 ,Others2,mencasualbottomwearsizeCC,mencasualbottomwearsizeClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110100100,Sarees,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110100101,Kurta & kurtis,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110100102,Suit Sets,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110100103,Dress material,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110100104,Ethnic bottom ,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110100105,Duppatta,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110100106,Ethnic Dresses,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110100107,Lehenga sets,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110100108,Blouses,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101100,Tops and tees,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101101,casual shirts,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101102,Jeans,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101103,Casual trousers,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101104,Shorts,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101105,Sweatshirts and hoodies,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101106,Sweaters,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101107,Casual jackets and blazers,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101108,Track pants,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101109,Casual dresses,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101110,Shrugs and cardigans,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101111,Skirts,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101112,Capris,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101113,Leggings & Jeggings,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110101114,Jump suits,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110102100,Formal shirt,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110102101,Formal trousers,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110102102,Formal suits,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110102103,Formal coats jackets,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110102104,Formal dress,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110103100,Maternity Day Wear,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110103101,Maternity Lingerie,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110103102,Maternity Sleepwear,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110103103,Maternity Accessories,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110104100,Sports tshirt,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110104101,Sports shorts,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110104102,Sports sets,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110104103,Sports jackets,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110104104,Track pants,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110104105,Swimwear,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110104106,Sports innerwear,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110105100,Bras & Bra Sets,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110105101,Camisoles & Camisole Sets,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110105102,Lingerie Sets,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110105103,Corsets & Bustier,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110105104,Sleepwear & Robes,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110105105,Gowns,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110105106,Panties,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110105107,Intimate wear,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110105108,Stockings &Tights,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110105109,Shapewear,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1110106100,Socks,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111100100,Formal shirt,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111100101,Formal trousers,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111100102,Formal suits,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111100103,Formal coats & jackets,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111101100,T-Shirts,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111101101,casual shirts,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111101102,Jeans,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111101103,Casual trousers,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111101104,Shorts,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111101105,Sweatshirts and hoodies,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111101106,Sweaters,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111101107,Casual Jackets,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111101108,Track pants,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111101109,Blazers,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111102100,Sports tshirt,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111102101,Sports shorts,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111102102,Sports sets,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111102103,Sports jackets,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111102105,Swimwear,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111102104 ,Bottomwear,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111103100,Kurta,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111103101,Kurta set with bottom,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111103102,Bottomwear,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111103103,Ethnic suits,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111103104,Ethnic headgear,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111103105,Nehru Jackets,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111103106,Sherwani,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111103107,Blazers,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111103108,Shirts,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111103109,Accessories,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111104100,Briefs,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111104101,Trunks,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111104102,Boxers,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111104103,Vests,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111104104,Sleepwear,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111104105,Swimwear,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111104106,Thermals,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,keytrendsapparel,Key Trends,MPH1111105100,Socks,keytrendsapparelCC,keytrendsapparelClassifyingCategory,
Apparel ,seasonapparel,Season,MPH1110,Women's Apparel,seasonapparelCC,seasonapparelClassifyingCategory,
Apparel ,seasonapparel,Season,MPH1111,Men's Apparel,seasonapparelCC,seasonapparelClassifyingCategory,
Apparel ,sportstypeapparel,Sports Type,MPH1111102100,Sports tshirt,sportstypeapparelCC,sportstypeapparelClassifyingCategory,
Apparel ,sportstypeapparel,Sports Type,MPH1111102101,Sports shorts,sportstypeapparelCC,sportstypeapparelClassifyingCategory,
Apparel ,sportstypeapparel,Sports Type,MPH1111102102,Sports sets,sportstypeapparelCC,sportstypeapparelClassifyingCategory,
Apparel ,sportstypeapparel,Sports Type,MPH1111102103,Sports jackets,sportstypeapparelCC,sportstypeapparelClassifyingCategory,
Apparel ,sportstypeapparel,Sports Type,MPH1111102105,Swimwear,sportstypeapparelCC,sportstypeapparelClassifyingCategory,
Apparel ,sportstypeapparel,Sports Type,MPH1111102104 ,Bottomwear,sportstypeapparelCC,sportstypeapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110100100,Sarees,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110100101,Kurta & kurtis,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110100102,Suit Sets,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110100103,Dress material,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110100104,Ethnic bottom ,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110100105,Duppatta,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110100106,Ethnic Dresses,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110100107,Lehenga sets,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110100108,Blouses,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101100,Tops and tees,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101101,casual shirts,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101102,Jeans,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101103,Casual trousers,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101104,Shorts,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101105,Sweatshirts and hoodies,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101106,Sweaters,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
Apparel ,colorgroupapparel,Color Group,MPH1110101107,Casual jackets and blazers,colorgroupapparelCC,colorgroupapparelClassifyingCategory,
