"category_id","code","name","description","parent_id","level","path","active","metadata"
"CAT_bottomlengthapparelCC","bottomlengthapparelCC","bottomlengthapparelClassifyingCategory","bottomlengthapparelClassifyingCategory category","","1","/bottomlengthapparelCC","true","{""displayOrder"": 111, ""imageUrl"": ""https://example.com/images/bottomlengthapparelcc.jpg""}"
"CAT_blouseclosureapparelCC","blouseclosureapparelCC","blouseclosureapparelClassifyingCategory","blouseclosureapparelClassifyingCategory category","","1","/blouseclosureapparelCC","true","{""displayOrder"": 112, ""imageUrl"": ""https://example.com/images/blouseclosureapparelcc.jpg""}"
"CAT_stitchapparelCC","stitchapparelCC","stitchapparelClassifyingCategory","stitchapparelClassifyingCategory category","","1","/stitchapparelCC","true","{""displayOrder"": 113, ""imageUrl"": ""https://example.com/images/stitchapparelcc.jpg""}"
"CAT_bottomclosureapparelCC","bottomclosureapparelCC","bottomclosureapparelClassifyingCategory","bottomclosureapparelClassifyingCategory category","","1","/bottomclosureapparelCC","true","{""displayOrder"": 114, ""imageUrl"": ""https://example.com/images/bottomclosureapparelcc.jpg""}"
"CAT_dupattapatternapparelCC","dupattapatternapparelCC","dupattapatternapparelClassifyingCategory","dupattapatternapparelClassifyingCategory category","","1","/dupattapatternapparelCC","true","{""displayOrder"": 115, ""imageUrl"": ""https://example.com/images/dupattapatternapparelcc.jpg""}"
"CAT_bottomtypeapparelCC","bottomtypeapparelCC","bottomtypeapparelClassifyingCategory","bottomtypeapparelClassifyingCategory category","","1","/bottomtypeapparelCC","true","{""displayOrder"": 116, ""imageUrl"": ""https://example.com/images/bottomtypeapparelcc.jpg""}"
"CAT_additionaldetails1apparelCC","additionaldetails1apparelCC","additionaldetails1apparelClassifyingCategory","additionaldetails1apparelClassifyingCategory category","","1","/additionaldetails1apparelCC","true","{""displayOrder"": 117, ""imageUrl"": ""https://example.com/images/additionaldetails1apparelcc.jpg""}"
"CAT_additionaldetails2apparelCC","additionaldetails2apparelCC","additionaldetails2apparelClassifyingCategory","additionaldetails2apparelClassifyingCategory category","","1","/additionaldetails2apparelCC","true","{""displayOrder"": 118, ""imageUrl"": ""https://example.com/images/additionaldetails2apparelcc.jpg""}"
"CAT_additionaldetails3apparelCC","additionaldetails3apparelCC","additionaldetails3apparelClassifyingCategory","additionaldetails3apparelClassifyingCategory category","","1","/additionaldetails3apparelCC","true","{""displayOrder"": 119, ""imageUrl"": ""https://example.com/images/additionaldetails3apparelcc.jpg""}"
"CAT_featureapparelCC","featureapparelCC","featureapparelClassifyingCategory","featureapparelClassifyingCategory category","","1","/featureapparelCC","true","{""displayOrder"": 120, ""imageUrl"": ""https://example.com/images/featureapparelcc.jpg""}"
"CAT001","MENS-CAT-001","Men's Clothing","Men's clothing and accessories","","0","MENS-CAT-001","true","{}"
"CAT002","WOMN-CAT-001","Women's Clothing","Women's clothing and accessories","","0","WOMN-CAT-001","true","{}"
"CAT003","ELEC-CAT-001","Electronics","Electronic devices and accessories","","0","ELEC-CAT-001","true","{}"
