"category_code","template_code","display_order","required","filterable","searchable","comparable","visible","editable","metadata"
"MPH1111104106","ageband","1","false","true","true","true","true","true","{""displayGroup"": ""Age Band""}"
"MPH1111105100","ageband","2","false","true","true","true","true","true","{""displayGroup"": ""Age Band""}"
"MPH1110104100","apparelsports","7","false","true","true","true","true","true","{""displayGroup"": ""Sports""}"
"MPH1110104101","apparelsports","5","false","true","true","true","true","true","{""displayGroup"": ""Sports""}"
"MPH1110104102","apparelsports","8","false","true","true","true","true","true","{""displayGroup"": ""Sports""}"
"MPH1110104103","apparelsports","5","false","true","true","true","true","true","{""displayGroup"": ""Sports""}"
"MPH1110104104","apparelsports","5","false","true","true","true","true","true","{""displayGroup"": ""Sports""}"
"MPH1110104105","apparelsports","4","false","true","true","true","true","true","{""displayGroup"": ""Sports""}"
"MPH1110104106","apparelsports","6","false","true","true","true","true","true","{""displayGroup"": ""Sports""}"
"MPH1111102100","apparelsports","7","false","true","true","true","true","true","{""displayGroup"": ""Sports""}"
"MPH1111102101","apparelsports","6","false","true","true","true","true","true","{""displayGroup"": ""Sports""}"
"MPH1111102102","apparelsports","5","false","true","true","true","true","true","{""displayGroup"": ""Sports""}"
"MPH1111102103","apparelsports","6","false","true","true","true","true","true","{""displayGroup"": ""Sports""}"
"MPH1111102105","apparelsports","4","false","true","true","true","true","true","{""displayGroup"": ""Sports""}"
"MPH1111102104 ","apparelsports","2","false","true","true","true","true","true","{""displayGroup"": ""Sports""}"
"MPH1111100100","menfabric","6","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111100101","menfabric","6","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111100102","menfabric","9","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111100103","menfabric","6","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111101100","menfabric","8","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111101101","menfabric","8","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111101102","menfabric","7","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111101103","menfabric","7","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111101104","menfabric","6","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111101105","menfabric","7","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111101106","menfabric","6","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111101107","menfabric","6","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111101108","menfabric","6","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111101109","menfabric","3","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111102100","menfabric","8","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111102101","menfabric","7","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111102102","menfabric","6","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111102103","menfabric","7","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111102105","menfabric","5","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111102104 ","menfabric","3","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111103100","menfabric","6","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111103101","menfabric","7","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111103102","menfabric","4","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111103103","menfabric","8","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111103104","menfabric","5","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111103105","menfabric","2","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111103106","menfabric","2","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111103107","menfabric","2","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111103108","menfabric","2","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111103109","menfabric","2","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111104100","menfabric","5","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111104101","menfabric","6","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111104102","menfabric","6","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111104103","menfabric","8","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111104104","menfabric","7","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111104105","menfabric","6","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111104106","menfabric","2","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111105100","menfabric","3","false","true","true","true","true","true","{""displayGroup"": ""Fabric Family""}"
"MPH1111104106","meninnerwearsize","3","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111104107","meninnerwearsize","1","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111104108","meninnerwearsize","1","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111104109","mensleepwearsize","1","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111103112","menethinicwearbottomwearsize","1","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111103105","menethinicweartopwearsize","3","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111103106","menethinicweartopwearsize","3","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111103107","menethinicweartopwearsize","3","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111103108","menethinicweartopwearsize","3","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111103109","menethinicweartopwearsize","3","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111103110","menethinicweartopwearsize","1","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111103111","menethinicweartopwearsize","1","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111101111","mencasualbottomwearsize","1","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111101112","mencasualbottomwearsize","1","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111102104 ","mencasualbottomwearsize","4","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1111102108 ","mencasualbottomwearsize","1","false","true","true","true","true","true","{""displayGroup"": ""Size""}"
"MPH1110100100","keytrendsapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110100101","keytrendsapparel","17","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110100102","keytrendsapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110100103","keytrendsapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110100104","keytrendsapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110100105","keytrendsapparel","3","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110100106","keytrendsapparel","2","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110100107","keytrendsapparel","2","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110100108","keytrendsapparel","2","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101100","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101101","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101102","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101103","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101104","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101105","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101106","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101107","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101108","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101109","keytrendsapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101110","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101111","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101112","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101113","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110101114","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110102100","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110102101","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110102102","keytrendsapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110102103","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110102104","keytrendsapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110103100","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110103101","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110103102","keytrendsapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110103103","keytrendsapparel","2","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110104100","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110104101","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110104102","keytrendsapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110104103","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110104104","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110104105","keytrendsapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110104106","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110105100","keytrendsapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110105101","keytrendsapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110105102","keytrendsapparel","13","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110105103","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110105104","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110105105","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110105106","keytrendsapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110105107","keytrendsapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110105108","keytrendsapparel","3","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110105109","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110106100","keytrendsapparel","3","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111100100","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111100101","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111100102","keytrendsapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111100103","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111101100","keytrendsapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111101101","keytrendsapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111101102","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111101103","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111101104","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111101105","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111101106","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111101107","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111101108","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111101109","keytrendsapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111102100","keytrendsapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111102101","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111102102","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111102103","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111102105","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111102104 ","keytrendsapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111103100","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111103101","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111103102","keytrendsapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111103103","keytrendsapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111103104","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111103105","keytrendsapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111103106","keytrendsapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111103107","keytrendsapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111103108","keytrendsapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111103109","keytrendsapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111104100","keytrendsapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111104101","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111104102","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111104103","keytrendsapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111104104","keytrendsapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111104105","keytrendsapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111104106","keytrendsapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1111105100","keytrendsapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Key Trends""}"
"MPH1110","seasonapparel","18","false","true","true","true","true","true","{""displayGroup"": ""Season""}"
"MPH1111","seasonapparel","20","false","true","true","true","true","true","{""displayGroup"": ""Season""}"
"MPH1111102100","sportstypeapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Sports Type""}"
"MPH1111102101","sportstypeapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Sports Type""}"
"MPH1111102102","sportstypeapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Sports Type""}"
"MPH1111102103","sportstypeapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Sports Type""}"
"MPH1111102105","sportstypeapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Sports Type""}"
"MPH1111102104 ","sportstypeapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Sports Type""}"
"MPH1110100100","colorgroupapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110100101","colorgroupapparel","18","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110100102","colorgroupapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110100103","colorgroupapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110100104","colorgroupapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110100105","colorgroupapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110100106","colorgroupapparel","3","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110100107","colorgroupapparel","3","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110100108","colorgroupapparel","3","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101100","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101101","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101102","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101103","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101104","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101105","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101106","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101107","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101108","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101109","colorgroupapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101110","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101111","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101112","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101113","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110101114","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110102100","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110102101","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110102102","colorgroupapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110102103","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110102104","colorgroupapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110103100","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110103101","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110103102","colorgroupapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110103103","colorgroupapparel","3","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110104100","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110104101","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110104102","colorgroupapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110104103","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110104104","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110104105","colorgroupapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110104106","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110105100","colorgroupapparel","12","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110105101","colorgroupapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110105102","colorgroupapparel","14","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110105103","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110105104","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110105105","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110105106","colorgroupapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110105107","colorgroupapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110105108","colorgroupapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110105109","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110106100","colorgroupapparel","4","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111100100","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111100101","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111100102","colorgroupapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111100103","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111101100","colorgroupapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111101101","colorgroupapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111101102","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111101103","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111101104","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111101105","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111101106","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111101107","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111101108","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111101109","colorgroupapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111102100","colorgroupapparel","11","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111102101","colorgroupapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111102102","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111102103","colorgroupapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111102105","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111102104 ","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111103100","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111103101","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111103102","colorgroupapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111103103","colorgroupapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111103104","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111103105","colorgroupapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111103106","colorgroupapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111103107","colorgroupapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111103108","colorgroupapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111103109","colorgroupapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111104100","colorgroupapparel","7","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111104101","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111104102","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111104103","colorgroupapparel","10","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111104104","colorgroupapparel","9","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111104105","colorgroupapparel","8","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111104106","colorgroupapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1111105100","colorgroupapparel","5","false","true","true","true","true","true","{""displayGroup"": ""Color Group""}"
"MPH1110100108","others2apparel","4","false","true","true","true","true","true","{""displayGroup"": ""Others 2""}"
"MPH1111101110","others2apparel","2","false","true","true","true","true","true","{""displayGroup"": ""Others 2""}"
"MPH1111101111","others2apparel","2","false","true","true","true","true","true","{""displayGroup"": ""Others 2""}"
"MPH1111101112","others2apparel","2","false","true","true","true","true","true","{""displayGroup"": ""Others 2""}"
"MPH1111104107","others2apparel","2","false","true","true","true","true","true","{""displayGroup"": ""Others 2""}"
"MPH1111104108","others2apparel","2","false","true","true","true","true","true","{""displayGroup"": ""Others 2""}"
"MPH1111104109","others2apparel","2","false","true","true","true","true","true","{""displayGroup"": ""Others 2""}"
"MPH1110100108","others1apparel","5","false","true","true","true","true","true","{""displayGroup"": ""Others 1""}"
"MPH1111101110","others1apparel","3","false","true","true","true","true","true","{""displayGroup"": ""Others 1""}"
"MPH1111101111","others1apparel","3","false","true","true","true","true","true","{""displayGroup"": ""Others 1""}"
"MPH1111101112","others1apparel","3","false","true","true","true","true","true","{""displayGroup"": ""Others 1""}"
"MPH1111104107","others1apparel","3","false","true","true","true","true","true","{""displayGroup"": ""Others 1""}"
"MPH1111104108","others1apparel","3","false","true","true","true","true","true","{""displayGroup"": ""Others 1""}"
"MPH1111104109","others1apparel","3","false","true","true","true","true","true","{""displayGroup"": ""Others 1""}"
"MPH1110100108","collectiondateapparel","6","false","true","true","true","true","true","{""displayGroup"": ""Collection Date""}"
"MPH1110100108","others3apparel","7","false","true","true","true","true","true","{""displayGroup"": ""Others 3""}"
"MPH1111101110","others3apparel","4","false","true","true","true","true","true","{""displayGroup"": ""Others 3""}"
"MPH1111101111","others3apparel","4","false","true","true","true","true","true","{""displayGroup"": ""Others 3""}"
"MPH1111101112","others3apparel","4","false","true","true","true","true","true","{""displayGroup"": ""Others 3""}"
"MPH1111104107","others3apparel","4","false","true","true","true","true","true","{""displayGroup"": ""Others 3""}"
